Ts,x,y,label,life
2,1.01452,0.01402,1.0,11
3,1.01452,0.01402,1.0,11
4,1.01452,0.01402,1.0,11
5,1.01452,0.01402,1.0,11
6,1.01452,0.01402,1.0,11
7,1.01452,0.01402,1.0,11
8,1.01452,0.01402,1.0,11
9,1.01452,0.01402,1.0,11
10,1.01452,0.01402,1.0,11
11,1.01452,0.01402,1.0,11
12,1.01452,0.01402,1.0,11
13,1.01452,0.01402,1.0,11
146,1.03367,0.03535,1.0,116
147,1.03367,0.03535,1.0,116
148,1.03367,0.03535,1.0,116
149,1.03367,0.03535,1.0,116
150,1.03367,0.03535,1.0,116
151,1.03367,0.03535,1.0,116
152,1.03367,0.03535,1.0,116
153,1.03367,0.03535,1.0,116
154,1.03367,0.03535,1.0,116
155,1.03367,0.03535,1.0,116
156,1.03367,0.03535,1.0,116
157,1.03367,0.03535,1.0,116
158,1.03367,0.03535,1.0,116
159,1.03367,0.03535,1.0,116
160,1.03367,0.03535,1.0,116
161,1.03367,0.03535,1.0,116
162,1.03367,0.03535,1.0,116
163,1.03367,0.03535,1.0,116
164,1.03367,0.03535,1.0,116
165,1.03367,0.03535,1.0,116
166,1.03367,0.03535,1.0,116
167,1.03367,0.03535,1.0,116
168,1.03367,0.03535,1.0,116
169,1.03367,0.03535,1.0,116
170,1.03367,0.03535,1.0,116
171,1.03367,0.03535,1.0,116
172,1.03367,0.03535,1.0,116
173,1.03367,0.03535,1.0,116
174,1.03367,0.03535,1.0,116
175,1.03367,0.03535,1.0,116
176,1.03367,0.03535,1.0,116
177,1.03367,0.03535,1.0,116
178,1.03367,0.03535,1.0,116
179,1.03367,0.03535,1.0,116
180,1.03367,0.03535,1.0,116
181,1.03367,0.03535,1.0,116
182,1.03367,0.03535,1.0,116
183,1.03367,0.03535,1.0,116
184,1.03367,0.03535,1.0,116
185,1.03367,0.03535,1.0,116
186,1.03367,0.03535,1.0,116
187,1.03367,0.03535,1.0,116
188,1.03367,0.03535,1.0,116
189,1.03367,0.03535,1.0,116
190,1.03367,0.03535,1.0,116
191,1.03367,0.03535,1.0,116
192,1.03367,0.03535,1.0,116
193,1.03367,0.03535,1.0,116
194,1.03367,0.03535,1.0,116
195,1.03367,0.03535,1.0,116
196,1.03367,0.03535,1.0,116
197,1.03367,0.03535,1.0,116
198,1.03367,0.03535,1.0,116
199,1.03367,0.03535,1.0,116
200,1.03367,0.03535,1.0,116
201,1.03367,0.03535,1.0,116
202,1.03367,0.03535,1.0,116
203,1.03367,0.03535,1.0,116
204,1.03367,0.03535,1.0,116
205,1.03367,0.03535,1.0,116
206,1.03367,0.03535,1.0,116
207,1.03367,0.03535,1.0,116
208,1.03367,0.03535,1.0,116
209,1.03367,0.03535,1.0,116
210,1.03367,0.03535,1.0,116
211,1.03367,0.03535,1.0,116
