Ts,x,y,label,life
6,1.03367,0.03535,0.1,0
10,1.03367,0.03535,1.0,3
11,1.03367,0.03535,1.0,3
14,1.03367,0.03535,0.1,0
29,1.03367,0.03535,0.1,0
41,1.03367,0.03535,0.1,0
51,1.03367,0.03535,1.0,3
52,1.03367,0.03535,1.0,3
53,1.03367,0.03535,1.0,3
57,1.03367,0.03535,0.1,0
62,1.03367,0.03535,0.1,0
68,1.03367,0.03535,0.1,0
82,1.03367,0.03535,0.1,0
3,1.03382,0.02717,0.1,0
5,1.03382,0.02717,0.1,0
10,1.03382,0.02717,0.1,0
28,1.03382,0.02717,0.1,0
34,1.03382,0.02717,1.0,6
35,1.03382,0.02717,1.0,6
36,1.03382,0.02717,1.0,6
37,1.03382,0.02717,1.0,6
42,1.03382,0.02717,0.1,0
57,1.03382,0.02717,0.1,0
59,1.03382,0.02717,0.1,0
61,1.03382,0.02717,0.1,0
72,1.03382,0.02717,1.0,6
73,1.03382,0.02717,1.0,6
74,1.03382,0.02717,1.0,6
81,1.03382,0.02717,0.1,0
99,1.03382,0.02717,0.1,0
102,1.03382,0.02717,1.0,6
103,1.03382,0.02717,1.0,6
105,1.03382,0.02717,0.1,0
84,1.03507,0.04932,0.0,0
134,1.07977,-0.04779,0.0,0
139,1.09307,-0.06988,0.0,0
1,1.10673,0.01540,0.1,0
8,1.10673,0.01540,0.1,0
13,1.10673,0.01540,0.1,0
15,1.10673,0.01540,0.1,0
18,1.10673,0.01540,0.1,0
26,1.10673,0.01540,0.1,0
37,1.10673,0.01540,1.0,5
38,1.10673,0.01540,1.0,5
40,1.10673,0.01540,1.0,5
41,1.10673,0.01540,1.0,5
43,1.10673,0.01540,0.1,0
45,1.10673,0.01540,1.0,5
46,1.10673,0.01540,1.0,5
72,1.10673,0.01540,0.1,0
74,1.10673,0.01540,0.1,0
82,1.10673,0.01540,1.0,5
83,1.10673,0.01540,1.0,5
87,1.10673,0.01540,0.1,0
94,1.10673,0.01540,0.1,0
102,1.10673,0.01540,0.1,0
107,1.10673,0.01540,0.1,0
111,1.10673,0.01540,0.1,0
118,1.10673,0.01540,0.1,0
122,1.10673,0.01540,1.0,5
123,1.10673,0.01540,1.0,5
126,1.10673,0.01540,0.1,0
132,1.10794,-0.04202,1.0,8
133,1.10794,-0.04202,1.0,8
134,1.10794,-0.04202,1.0,8
135,1.10794,-0.04202,1.0,8
136,1.10794,-0.04202,1.0,8
137,1.10794,-0.04202,1.0,8
148,1.10794,-0.04202,1.0,8
149,1.10794,-0.04202,1.0,8
150,1.10794,-0.04202,1.0,8
154,1.10794,-0.04202,1.0,8
155,1.10794,-0.04202,1.0,8
157,1.10794,-0.04202,0.1,0
162,1.10794,-0.04202,0.1,0
172,1.10794,-0.04202,0.1,0
71,1.11517,0.04505,0.1,0
84,1.11517,0.04505,0.1,0
87,1.11517,0.04505,0.1,0
97,1.11517,0.04505,0.1,0
105,1.11517,0.04505,0.1,0
115,1.11517,0.04505,0.1,0
125,1.11517,0.04505,1.0,1
126,1.11517,0.04505,1.0,1
129,1.11517,0.04505,0.1,0
9,1.11765,0.00967,0.1,0
19,1.11765,0.00967,0.1,0
21,1.11765,0.00967,1.0,7
22,1.11765,0.00967,1.0,7
23,1.11765,0.00967,1.0,7
26,1.11765,0.00967,1.0,7
27,1.11765,0.00967,1.0,7
42,1.11765,0.00967,1.0,7
43,1.11765,0.00967,1.0,7
45,1.11765,0.00967,1.0,7
46,1.11765,0.00967,1.0,7
47,1.11765,0.00967,1.0,7
53,1.11765,0.00967,0.1,0
81,1.11765,0.00967,0.1,0
90,1.11765,0.00967,0.1,0
103,1.11765,0.00967,0.1,0
105,1.11765,0.00967,0.1,0
111,1.11765,0.00967,1.0,7
112,1.11765,0.00967,1.0,7
123,1.11765,0.00967,0.1,0
128,1.11765,0.00967,0.1,0
130,1.11765,0.00967,0.1,0
5,1.11910,0.04002,0.1,0
21,1.11910,0.04002,0.1,0
29,1.11910,0.04002,0.1,0
37,1.11910,0.04002,1.0,8
38,1.11910,0.04002,1.0,8
49,1.11910,0.04002,1.0,8
50,1.11910,0.04002,1.0,8
64,1.11910,0.04002,0.1,0
66,1.11910,0.04002,1.0,8
67,1.11910,0.04002,1.0,8
70,1.11910,0.04002,0.1,0
78,1.11910,0.04002,1.0,8
79,1.11910,0.04002,1.0,8
80,1.11910,0.04002,1.0,8
84,1.11910,0.04002,0.1,0
86,1.11910,0.04002,1.0,8
87,1.11910,0.04002,1.0,8
90,1.11910,0.04002,0.1,0
95,1.11910,0.04002,0.1,0
99,1.11910,0.04002,0.1,0
102,1.11910,0.04002,0.1,0
109,1.11910,0.04002,0.1,0
114,1.11910,0.04002,1.0,8
115,1.11910,0.04002,1.0,8
118,1.11910,0.04002,1.0,8
119,1.11910,0.04002,1.0,8
122,1.11910,0.04002,0.1,0
126,1.11910,0.04002,0.1,0
128,1.11910,0.04002,0.1,0
148,1.13148,-0.02531,0.1,0
155,1.13148,-0.02531,0.1,0
159,1.13148,-0.02531,0.1,0
166,1.13148,-0.02531,1.0,1
167,1.13148,-0.02531,1.0,1
10,1.13732,0.03522,1.0,14
11,1.13732,0.03522,1.0,14
12,1.13732,0.03522,1.0,14
13,1.13732,0.03522,1.0,14
15,1.13732,0.03522,1.0,14
16,1.13732,0.03522,1.0,14
20,1.13732,0.03522,0.1,0
22,1.13732,0.03522,0.1,0
27,1.13732,0.03522,1.0,14
28,1.13732,0.03522,1.0,14
31,1.13732,0.03522,1.0,14
32,1.13732,0.03522,1.0,14
33,1.13732,0.03522,1.0,14
35,1.13732,0.03522,0.1,0
42,1.13732,0.03522,0.1,0
59,1.13732,0.03522,0.1,0
63,1.13732,0.03522,0.1,0
66,1.13732,0.03522,1.0,14
67,1.13732,0.03522,1.0,14
68,1.13732,0.03522,1.0,14
69,1.13732,0.03522,1.0,14
70,1.13732,0.03522,1.0,14
75,1.13732,0.03522,0.1,0
77,1.13732,0.03522,1.0,14
78,1.13732,0.03522,1.0,14
