Ts,x,y,label,life
0,1.00410,0.01141,1.0,1
1,1.00410,0.01141,1.0,1
1,1.03910,0.02006,1.0,116
2,1.03910,0.02006,1.0,116
3,1.03910,0.02006,1.0,116
4,1.03910,0.02006,1.0,116
5,1.03910,0.02006,1.0,116
6,1.03910,0.02006,1.0,116
7,1.03910,0.02006,1.0,116
8,1.03910,0.02006,1.0,116
9,1.03910,0.02006,1.0,116
10,1.03910,0.02006,1.0,116
11,1.03910,0.02006,1.0,116
12,1.03910,0.02006,1.0,116
13,1.03910,0.02006,1.0,116
14,1.03910,0.02006,1.0,116
15,1.03910,0.02006,1.0,116
16,1.03910,0.02006,1.0,116
17,1.03910,0.02006,1.0,116
18,1.03910,0.02006,1.0,116
19,1.03910,0.02006,1.0,116
20,1.03910,0.02006,1.0,116
21,1.03910,0.02006,1.0,116
22,1.03910,0.02006,1.0,116
23,1.03910,0.02006,1.0,116
24,1.03910,0.02006,1.0,116
25,1.03910,0.02006,1.0,116
26,1.03910,0.02006,1.0,116
27,1.03910,0.02006,1.0,116
28,1.03910,0.02006,1.0,116
29,1.03910,0.02006,1.0,116
30,1.03910,0.02006,1.0,116
31,1.03910,0.02006,1.0,116
32,1.03910,0.02006,1.0,116
33,1.03910,0.02006,1.0,116
34,1.03910,0.02006,1.0,116
35,1.03910,0.02006,1.0,116
36,1.03910,0.02006,1.0,116
37,1.03910,0.02006,1.0,116
38,1.03910,0.02006,1.0,116
39,1.03910,0.02006,1.0,116
40,1.03910,0.02006,1.0,116
41,1.03910,0.02006,1.0,116
42,1.03910,0.02006,1.0,116
43,1.03910,0.02006,1.0,116
44,1.03910,0.02006,1.0,116
45,1.03910,0.02006,1.0,116
46,1.03910,0.02006,1.0,116
47,1.03910,0.02006,1.0,116
48,1.03910,0.02006,1.0,116
49,1.03910,0.02006,1.0,116
50,1.03910,0.02006,1.0,116
51,1.03910,0.02006,1.0,116
52,1.03910,0.02006,1.0,116
53,1.03910,0.02006,1.0,116
54,1.03910,0.02006,1.0,116
55,1.03910,0.02006,1.0,116
56,1.03910,0.02006,1.0,116
57,1.03910,0.02006,1.0,116
58,1.03910,0.02006,1.0,116
59,1.03910,0.02006,1.0,116
60,1.03910,0.02006,1.0,116
61,1.03910,0.02006,1.0,116
62,1.03910,0.02006,1.0,116
63,1.03910,0.02006,1.0,116
64,1.03910,0.02006,1.0,116
65,1.03910,0.02006,1.0,116
66,1.03910,0.02006,1.0,116
67,1.03910,0.02006,1.0,116
68,1.03910,0.02006,1.0,116
69,1.03910,0.02006,1.0,116
70,1.03910,0.02006,1.0,116
71,1.03910,0.02006,1.0,116
72,1.03910,0.02006,1.0,116
73,1.03910,0.02006,1.0,116
74,1.03910,0.02006,1.0,116
75,1.03910,0.02006,1.0,116
76,1.03910,0.02006,1.0,116
77,1.03910,0.02006,1.0,116
78,1.03910,0.02006,1.0,116
79,1.03910,0.02006,1.0,116
80,1.03910,0.02006,1.0,116
81,1.03910,0.02006,1.0,116
82,1.03910,0.02006,1.0,116
83,1.03910,0.02006,1.0,116
84,1.03910,0.02006,1.0,116
85,1.03910,0.02006,1.0,116
86,1.03910,0.02006,1.0,116
87,1.03910,0.02006,1.0,116
88,1.03910,0.02006,1.0,116
89,1.03910,0.02006,1.0,116
90,1.03910,0.02006,1.0,116
91,1.03910,0.02006,1.0,116
92,1.03910,0.02006,1.0,116
93,1.03910,0.02006,1.0,116
94,1.03910,0.02006,1.0,116
95,1.03910,0.02006,1.0,116
96,1.03910,0.02006,1.0,116
97,1.03910,0.02006,1.0,116
98,1.03910,0.02006,1.0,116
99,1.03910,0.02006,1.0,116
100,1.03910,0.02006,1.0,116
101,1.03910,0.02006,1.0,116
102,1.03910,0.02006,1.0,116
103,1.03910,0.02006,1.0,116
104,1.03910,0.02006,1.0,116
105,1.03910,0.02006,1.0,116
106,1.03910,0.02006,1.0,116
107,1.03910,0.02006,1.0,116
108,1.03910,0.02006,1.0,116
109,1.03910,0.02006,1.0,116
110,1.03910,0.02006,1.0,116
111,1.03910,0.02006,1.0,116
112,1.03910,0.02006,1.0,116
113,1.03910,0.02006,1.0,116
114,1.03910,0.02006,1.0,116
115,1.03910,0.02006,1.0,116
116,1.03910,0.02006,1.0,116
117,1.03910,0.02006,1.0,116
6,1.04947,0.01209,1.0,43
7,1.04947,0.01209,1.0,43
8,1.04947,0.01209,1.0,43
9,1.04947,0.01209,1.0,43
10,1.04947,0.01209,1.0,43
11,1.04947,0.01209,1.0,43
12,1.04947,0.01209,1.0,43
13,1.04947,0.01209,1.0,43
14,1.04947,0.01209,1.0,43
15,1.04947,0.01209,1.0,43
16,1.04947,0.01209,1.0,43
17,1.04947,0.01209,1.0,43
18,1.04947,0.01209,1.0,43
19,1.04947,0.01209,1.0,43
20,1.04947,0.01209,1.0,43
21,1.04947,0.01209,1.0,43
22,1.04947,0.01209,1.0,43
23,1.04947,0.01209,1.0,43
24,1.04947,0.01209,1.0,43
25,1.04947,0.01209,1.0,43
26,1.04947,0.01209,1.0,43
27,1.04947,0.01209,1.0,43
28,1.04947,0.01209,1.0,43
29,1.04947,0.01209,1.0,43
30,1.04947,0.01209,1.0,43
31,1.04947,0.01209,1.0,43
32,1.04947,0.01209,1.0,43
33,1.04947,0.01209,1.0,43
34,1.04947,0.01209,1.0,43
35,1.04947,0.01209,1.0,43
36,1.04947,0.01209,1.0,43
37,1.04947,0.01209,1.0,43
38,1.04947,0.01209,1.0,43
39,1.04947,0.01209,1.0,43
40,1.04947,0.01209,1.0,43
41,1.04947,0.01209,1.0,43
42,1.04947,0.01209,1.0,43
43,1.04947,0.01209,1.0,43
44,1.04947,0.01209,1.0,43
45,1.04947,0.01209,1.0,43
46,1.04947,0.01209,1.0,43
47,1.04947,0.01209,1.0,43
48,1.04947,0.01209,1.0,43
49,1.04947,0.01209,1.0,43
132,1.08176,-0.05759,1.0,1
133,1.08176,-0.05759,1.0,1
4,1.09724,0.02407,1.0,124
5,1.09724,0.02407,1.0,124
6,1.09724,0.02407,1.0,124
7,1.09724,0.02407,1.0,124
8,1.09724,0.02407,1.0,124
9,1.09724,0.02407,1.0,124
10,1.09724,0.02407,1.0,124
11,1.09724,0.02407,1.0,124
12,1.09724,0.02407,1.0,124
13,1.09724,0.02407,1.0,124
14,1.09724,0.02407,1.0,124
15,1.09724,0.02407,1.0,124
16,1.09724,0.02407,1.0,124
17,1.09724,0.02407,1.0,124
18,1.09724,0.02407,1.0,124
