Ts,x,y,label,life
2,1.01749,0.02894,1.0,498
3,1.01749,0.02894,1.0,498
4,1.01749,0.02894,1.0,498
5,1.01749,0.02894,1.0,498
6,1.01749,0.02894,1.0,498
7,1.01749,0.02894,1.0,498
8,1.01749,0.02894,1.0,498
9,1.01749,0.02894,1.0,498
10,1.01749,0.02894,1.0,498
11,1.01749,0.02894,1.0,498
12,1.01749,0.02894,1.0,498
13,1.01749,0.02894,1.0,498
14,1.01749,0.02894,1.0,498
15,1.01749,0.02894,1.0,498
16,1.01749,0.02894,1.0,498
17,1.01749,0.02894,1.0,498
18,1.01749,0.02894,1.0,498
19,1.01749,0.02894,1.0,498
20,1.01749,0.02894,1.0,498
21,1.01749,0.02894,1.0,498
22,1.01749,0.02894,1.0,498
23,1.01749,0.02894,1.0,498
24,1.01749,0.02894,1.0,498
25,1.01749,0.02894,1.0,498
26,1.01749,0.02894,1.0,498
27,1.01749,0.02894,1.0,498
28,1.01749,0.02894,1.0,498
29,1.01749,0.02894,1.0,498
30,1.01749,0.02894,1.0,498
31,1.01749,0.02894,1.0,498
32,1.01749,0.02894,1.0,498
33,1.01749,0.02894,1.0,498
34,1.01749,0.02894,1.0,498
35,1.01749,0.02894,1.0,498
36,1.01749,0.02894,1.0,498
37,1.01749,0.02894,1.0,498
38,1.01749,0.02894,1.0,498
39,1.01749,0.02894,1.0,498
40,1.01749,0.02894,1.0,498
41,1.01749,0.02894,1.0,498
42,1.01749,0.02894,1.0,498
43,1.01749,0.02894,1.0,498
44,1.01749,0.02894,1.0,498
45,1.01749,0.02894,1.0,498
46,1.01749,0.02894,1.0,498
47,1.01749,0.02894,1.0,498
48,1.01749,0.02894,1.0,498
49,1.01749,0.02894,1.0,498
50,1.01749,0.02894,1.0,498
51,1.01749,0.02894,1.0,498
52,1.01749,0.02894,1.0,498
53,1.01749,0.02894,1.0,498
54,1.01749,0.02894,1.0,498
55,1.01749,0.02894,1.0,498
56,1.01749,0.02894,1.0,498
57,1.01749,0.02894,1.0,498
58,1.01749,0.02894,1.0,498
59,1.01749,0.02894,1.0,498
60,1.01749,0.02894,1.0,498
61,1.01749,0.02894,1.0,498
